,0,1,2,3,4
62,gpt-oss-120b,0.4,0.75,beer,Bottles Encourage Excessive Revelry
63,gpt-oss-120b,0.4,0.75,beer,Booze Encourages Erotic Revelry.
64,gpt-oss-120b,0.4,0.75,beer,Booze Engulfs Everyone's Rump
65,gpt-oss-120b,0.4,0.75,hash,Horny Ants Steal Hash
66,gpt-oss-120b,0.4,0.75,hash,Horny Alpacas Squeal Hard
67,gpt-oss-120b,0.4,0.75,hash,Horny Alpacas Squeeze Hips
68,gpt-oss-120b,0.4,0.75,hash,Horny Aardvarks Suck Hummus
69,gpt-oss-120b,0.4,0.75,hash,Hilarious Ants Sing Hymns
70,gpt-oss-120b,0.4,0.75,drunk,Don't Regret Uncorking New Kegs
71,gpt-oss-120b,0.4,0.75,drunk,"Drink responsibly, unless nobody knows."
72,gpt-oss-120b,0.4,0.75,drunk,"Dude, Really? Uncork New Kegs!"
73,gpt-oss-120b,0.4,0.75,drunk,Don't Rely Upon Nasty Kegs.
74,gpt-oss-120b,0.4,0.75,drunk,"Dude, Really, Uncork Naughty Kegs"
75,gpt-oss-120b,0.4,0.75,sister,"Silly Irreverent Sisters Twerk, Eat Ramen"
76,gpt-oss-120b,0.4,0.75,sister,
77,gpt-oss-120b,0.4,0.75,sister,Silly Inappropriate Sisters Tickle Everyone's Rumps.
78,gpt-oss-120b,0.4,0.75,sister,Silly Iguanas Sing The Epic Rap.
79,gpt-oss-120b,0.4,0.75,sister,Sassy Inebriated Sisters Twerk Every Rave
80,gpt-oss-120b,0.4,0.75,tomorrow,Tantalizingly Our Mates Offer Racy Risque Orgasms Wow
81,gpt-oss-120b,0.4,0.75,tomorrow,"Take Off My Overly Rude, Raunchy, Outlandish Wombat."
82,gpt-oss-120b,0.4,0.75,tomorrow,"Tomorrow's Ongoing Madness Offers Ridiculous, Raucous, Outlandish Whimsy"
83,gpt-oss-120b,0.4,0.75,tomorrow,"Tomorrow's Optimistic Monkeys Offer Ripe, Racy, Overripe Watermelons"
84,gpt-oss-120b,0.4,0.75,tomorrow,"Take one minute, or rest, relax, or wait."
85,gpt-oss-120b,0.4,0.75,yesterday,"Yummy eclairs slipped through, especially Randy's dick ate yogurt"
86,gpt-oss-120b,0.4,0.75,yesterday,"Yelling ewes sassed the entire ranch, demanding a yodel."
87,gpt-oss-120b,0.4,0.75,yesterday,Yummy eclairs satisfy the eager randy drunks after yodeling.
88,gpt-oss-120b,0.4,0.75,yesterday,"Yodeling Elephants Stomp Through Every Road, Delighting All Yaks."
89,gpt-oss-120b,0.4,0.75,yesterday,"Yummy eclairs satisfy thirsty, eager randy dudes after yoga."
90,gpt-oss-120b,0.4,1.0,beer,Boozy Elixirs Entice Rascals
91,gpt-oss-120b,0.4,1.0,beer,Boys Enjoy Erotic Raves
92,gpt-oss-120b,0.4,1.0,beer,Bottles Encourage Excessive Revelry
93,gpt-oss-120b,0.4,1.0,beer,Booze Excites Everyone's Rump.
94,gpt-oss-120b,0.4,1.0,beer,Bottles Encourage Excessive Rump-shaking
95,gpt-oss-120b,0.4,1.0,hash,Hungry Animals Savor Hash
96,gpt-oss-120b,0.4,1.0,hash,Hungry Alligators Snack Happily
97,gpt-oss-120b,0.4,1.0,hash,Hacking Ants Steal Hash
98,gpt-oss-120b,0.4,1.0,hash,Horny Aardvarks Squeeze Hard
99,gpt-oss-120b,0.4,1.0,hash,Horny Ants Squeak Hysterically
100,gpt-oss-120b,0.4,1.0,drunk,"Don't rush, unleash new kegs."
101,gpt-oss-120b,0.4,1.0,drunk,Dancing rabbits usually nibble kale
102,gpt-oss-120b,0.4,1.0,drunk,Don't Run Under Neon Kegs
103,gpt-oss-120b,0.4,1.0,drunk,"Drink responsibly, unless nausea kicks."
104,gpt-oss-120b,0.4,1.0,drunk,"Drink, revel, unleash naughty kinks."
105,gpt-oss-120b,0.4,1.0,sister,Sizzling Inebriated Sisters Twerk Every Rave
106,gpt-oss-120b,0.4,1.0,sister,Sizzling Innuendo Serves Tantalizing Erotic Revelations
107,gpt-oss-120b,0.4,1.0,sister,Sassy Iguanas Squeeze The Entire Rump
108,gpt-oss-120b,0.4,1.0,sister,Silly Iguanas Sing To Everyone's Rhythm
109,gpt-oss-120b,0.4,1.0,sister,Sister's Inebriated Self Tells Everyone Raucously.
110,gpt-oss-120b,0.4,1.0,tomorrow,Tantalizing Orgy Makes Our Raging Rude Orgasmic Whirl
111,gpt-oss-120b,0.4,1.0,tomorrow,
112,gpt-oss-120b,0.4,1.0,tomorrow,Tomorrow our mischievous octopus rides rapidly over water.
113,gpt-oss-120b,0.4,1.0,tomorrow,"Tomorrow's outrageous meme overflows, rickrolling random online watchers."
114,gpt-oss-120b,0.4,1.0,tomorrow,
115,gpt-oss-120b,0.4,1.0,yesterday,
116,gpt-oss-120b,0.4,1.0,yesterday,"Yodeling exes sang terribly, especially randy drunks attempting yoga."
117,gpt-oss-120b,0.4,1.0,yesterday,"Yummy eclairs slither, tantalizing every ravenous dude, arousing yodelers."
118,gpt-oss-120b,0.4,1.0,yesterday,
119,gpt-oss-120b,0.4,1.0,yesterday,Yodeling elephants sang together eagerly ripping drums and yawning
120,gpt-oss-120b,0.8,0.25,beer,Boys Enjoy Every Round
121,gpt-oss-120b,0.8,0.25,beer,Booze Enhances Everyone's Relaxation
122,gpt-oss-120b,0.8,0.25,beer,"Bottles Explode, Everyone Roars"
123,gpt-oss-120b,0.8,0.25,beer,Boozy Evening Encourages Romp
124,gpt-oss-120b,0.8,0.25,beer,Bawdy Elves Engage in Rumpus
125,gpt-oss-120b,0.8,0.25,hash,Hungry Alligators Scream Hysterically
126,gpt-oss-120b,0.8,0.25,hash,Horny Aardvarks Squeeze Hummus
127,gpt-oss-120b,0.8,0.25,hash,Horny Aardvarks Squeeze Hummus
128,gpt-oss-120b,0.8,0.25,hash,Hungry Ants Steal Hamburgers
129,gpt-oss-120b,0.8,0.25,hash,Hungry Alligators Snack Happily
130,gpt-oss-120b,0.8,0.25,drunk,"Don't rattle, unleash naughty kinks."
131,gpt-oss-120b,0.8,0.25,drunk,
132,gpt-oss-120b,0.8,0.25,drunk,Drunk rascals urinate near kettles
133,gpt-oss-120b,0.8,0.25,drunk,"Dude, really, u need kegs"
134,gpt-oss-120b,0.8,0.25,drunk,
135,gpt-oss-120b,0.8,0.25,sister,"Sizzling Inappropriate Sexpot Twerking, Everyone's Roaring."
136,gpt-oss-120b,0.8,0.25,sister,"Silly Individuals Synthesize Terse, Entertaining Replies"
137,gpt-oss-120b,0.8,0.25,sister,
138,gpt-oss-120b,0.8,0.25,sister,Sizzling Intimate Sexpot Teases Everyone's Rump.
139,gpt-oss-120b,0.8,0.25,sister,"Sisters In Synchronized Twerking, Everyone's Roaring."
140,gpt-oss-120b,0.8,0.25,tomorrow,Taco Overload Makes Our Rude Relatives Ogle Waffles.
141,gpt-oss-120b,0.8,0.25,tomorrow,
142,gpt-oss-120b,0.8,0.25,tomorrow,"Take off my overly racy, risqué outfit, wooo!"
143,gpt-oss-120b,0.8,0.25,tomorrow,Tantalizing Orgasms Make Our Rude Rascals Ogle Women
144,gpt-oss-120b,0.8,0.25,tomorrow,"Take One Minute, Observe, Relax, Reboot, Or Wander."
145,gpt-oss-120b,0.8,0.25,yesterday,Yelling Erotic Sinners Twerk Every Rude Dude And Yodel.
146,gpt-oss-120b,0.8,0.25,yesterday,"Yodeling eagerly, squirrels twerk every ripe date and yodel."
147,gpt-oss-120b,0.8,0.25,yesterday,"Yodeling Elephants Sing The Entire River's Delightful Anthem, Yawning."
148,gpt-oss-120b,0.8,0.25,yesterday,Yummy Erotic Squirrels Twerk Every Rude Dude's Arousing Yawn
149,gpt-oss-120b,0.8,0.25,yesterday,Yelling Erotic Sinners Twerk Every Rude Dude And Yodel.
150,gpt-oss-120b,0.8,0.5,beer,
151,gpt-oss-120b,0.8,0.5,beer,Booze Enhances Everyone's Relaxation.
152,gpt-oss-120b,0.8,0.5,beer,Boozy Elves Erupt Raucously
153,gpt-oss-120b,0.8,0.5,beer,Boys Enjoy Every Round
154,gpt-oss-120b,0.8,0.5,beer,Boys eagerly embrace rimming
155,gpt-oss-120b,0.8,0.5,hash,Horny Ants Squeeze Hotdogs
156,gpt-oss-120b,0.8,0.5,hash,Hungry Assholes Steal Hamburgers
157,gpt-oss-120b,0.8,0.5,hash,Hilarious Antics Spark Hilarity
158,gpt-oss-120b,0.8,0.5,hash,Hungry Alligators Snack Hamburgers
159,gpt-oss-120b,0.8,0.5,hash,Horny Ants Squeeze Hummus
160,gpt-oss-120b,0.8,0.5,drunk,Don't rub ugly naked knickers
161,gpt-oss-120b,0.8,0.5,drunk,Don't Regret Using Nightly Kegs
162,gpt-oss-120b,0.8,0.5,drunk,Don't Run Under Neon Kegs
163,gpt-oss-120b,0.8,0.5,drunk,Don't run under neon kegs
164,gpt-oss-120b,0.8,0.5,drunk,"Don't rock up naked, Kevin!"
165,gpt-oss-120b,0.8,0.5,sister,"Sassy Interns Squeeze Tasty, Erotic Ramen"
166,gpt-oss-120b,0.8,0.5,sister,Silly Iguanas Sing To Everyone's Rhythm
167,gpt-oss-120b,0.8,0.5,sister,Silly Inebriated Sisters Twerk Every Reunion
168,gpt-oss-120b,0.8,0.5,sister,Silly Iguanas Sing To Everyone's Rhythm
169,gpt-oss-120b,0.8,0.5,sister,
170,gpt-oss-120b,0.8,0.5,tomorrow,
171,gpt-oss-120b,0.8,0.5,tomorrow,Tasty Oysters Make Our Rude Rascals Overly Wet
172,gpt-oss-120b,0.8,0.5,tomorrow,"Tantalizingly, overworked men often receive racy orgasms, winking."
173,gpt-oss-120b,0.8,0.5,tomorrow,"Take off my overly risqué, rude, outlandish whim."
174,gpt-oss-120b,0.8,0.5,tomorrow,Tantalizing Orgy Makes Our Rude Rascals Overindulge Wildly
175,gpt-oss-120b,0.8,0.5,yesterday,"Yodeling Elephants Sipped Tequila, Erupting Raucous Drunken Antics, Yowling."
176,gpt-oss-120b,0.8,0.5,yesterday,
177,gpt-oss-120b,0.8,0.5,yesterday,
178,gpt-oss-120b,0.8,0.5,yesterday,"Yup, everyone slurps tequila, eagerly rolling, dancing, and yawning."
179,gpt-oss-120b,0.8,0.5,yesterday,"Yodeling, everyone's squirrels tango elegantly, rocking drums and yodeling."
180,gpt-oss-120b,0.8,0.75,beer,
181,gpt-oss-120b,0.8,0.75,beer,Bottles Encourage Everyone's Revelry
182,gpt-oss-120b,0.8,0.75,beer,
183,gpt-oss-120b,0.8,0.75,beer,Booze Encourages Erotic Revelry
184,gpt-oss-120b,0.8,0.75,beer,Booze Encourages Excessive Revelry
185,gpt-oss-120b,0.8,0.75,hash,Hilarious Antics Spread Hilarity
186,gpt-oss-120b,0.8,0.75,hash,Horny Astronauts Squeeze Hips
187,gpt-oss-120b,0.8,0.75,hash,Hang A Silly Hat
188,gpt-oss-120b,0.8,0.75,hash,
189,gpt-oss-120b,0.8,0.75,hash,Hungry Aardvarks slyly hump
190,gpt-oss-120b,0.8,0.75,drunk,Drunk Raccoons Unleash Nasty Kisses
191,gpt-oss-120b,0.8,0.75,drunk,"Don't Remove Underwear, No Kidding!"
192,gpt-oss-120b,0.8,0.75,drunk,Dirty rascals usually need kegs.
193,gpt-oss-120b,0.8,0.75,drunk,Don't rely upon nightly kegs
194,gpt-oss-120b,0.8,0.75,drunk,Dizzy Revelers Unleash Nasty Kegs
195,gpt-oss-120b,0.8,0.75,sister,"Sizzling Intimate Stories Tickle Everyone, Really"
196,gpt-oss-120b,0.8,0.75,sister,Sisters In Sync Twerk Every Reunion
197,gpt-oss-120b,0.8,0.75,sister,Silly Iguanas Sashay Through Every River
198,gpt-oss-120b,0.8,0.75,sister,Sisters In Skimpy Tights Eat Raspberries.
199,gpt-oss-120b,0.8,0.75,sister,"Sassy Inebriated Sisters Twerk, Everyone's Roaring."
200,gpt-oss-120b,0.8,0.75,tomorrow,Take One Minute Or Rest Relax Or Wander
201,gpt-oss-120b,0.8,0.75,tomorrow,Tomorrow Only My Overactive Raccoon Races Over Waffles.
202,gpt-oss-120b,0.8,0.75,tomorrow,"Tomorrow, Our Mighty Octopus Rides Rapidly Over Waves"
203,gpt-oss-120b,0.8,0.75,tomorrow,Tomorrow Ogres Must Offer Rude Rowdy Outrageous Warnings
204,gpt-oss-120b,0.8,0.75,tomorrow,"Tomorrow our mischievous otter really rocks, or whistles."
205,gpt-oss-120b,0.8,0.75,yesterday,"Yelling everyone's sexy, twerking, everyone's really drunk, and yawning."
206,gpt-oss-120b,0.8,0.75,yesterday,"Yodeling Elephants Sipped Tequila, Eating Ripe Donuts And Yogurt"
207,gpt-oss-120b,0.8,0.75,yesterday,"Yodeling Elephants Scream Through Endless Raucous Dances, And Yawn"
208,gpt-oss-120b,0.8,0.75,yesterday,
209,gpt-oss-120b,0.8,0.75,yesterday,
210,gpt-oss-120b,0.8,1.0,beer,Beverage Elevates Everyone's Relaxation
211,gpt-oss-120b,0.8,1.0,beer,Bottles encourage excessive revelry
212,gpt-oss-120b,0.8,1.0,beer,Boozy Erection Enhances Rapture
213,gpt-oss-120b,0.8,1.0,beer,Brew Enthusiasts Enjoy Relaxation
214,gpt-oss-120b,0.8,1.0,beer,Brewery Employees Encourage Relaxation
215,gpt-oss-120b,0.8,1.0,hash,Hackers Are Stealing Hashes.
216,gpt-oss-120b,0.8,1.0,hash,Harriet Ate Spicy Hash
217,gpt-oss-120b,0.8,1.0,hash,Hungry Ants Steal Hash
218,gpt-oss-120b,0.8,1.0,hash,Hilarious Aardvarks Steal Hamburgers
219,gpt-oss-120b,0.8,1.0,hash,Horny Aunties Sip Hooch
220,gpt-oss-120b,0.8,1.0,drunk,"Don't rush, unsteady nights kill"
221,gpt-oss-120b,0.8,1.0,drunk,Delirious Rascals Unleash Nasty Karaoke
222,gpt-oss-120b,0.8,1.0,drunk,
223,gpt-oss-120b,0.8,1.0,drunk,Drinking Roughly Unleashes Nasty Karaoke.
224,gpt-oss-120b,0.8,1.0,drunk,"Dude, Really? You Need Kegs!"
225,gpt-oss-120b,0.8,1.0,sister,"Smutty innuendos sizzle, tempting erotic raptures"
226,gpt-oss-120b,0.8,1.0,sister,Silly Interludes Stimulate Tremendous Erotic Reactions
227,gpt-oss-120b,0.8,1.0,sister,Sizzling Innuendo Spills The Erotic Rumor
228,gpt-oss-120b,0.8,1.0,sister,"Sassy, I sipped tequila, enjoying raunch."
229,gpt-oss-120b,0.8,1.0,sister,"Sassy Inappropriate Sisters Twerk, Exposing Rumps."
230,gpt-oss-120b,0.8,1.0,tomorrow,"Tacos often make our rude, rowdy, out-of-control whales"
231,gpt-oss-120b,0.8,1.0,tomorrow,Tomorrow Our Mysterious Octopus Rides Rapidly Over Whales.
232,gpt-oss-120b,0.8,1.0,tomorrow,Take Off My Overly Racy Red Outfit Wow!
233,gpt-oss-120b,0.8,1.0,tomorrow,
234,gpt-oss-120b,0.8,1.0,tomorrow,
235,gpt-oss-120b,0.8,1.0,yesterday,"Yawning, Everyone's Silly Tactics Ended Roughly, Dashing Across Yonder"
236,gpt-oss-120b,0.8,1.0,yesterday,Yankees eagerly stole the extra red donuts and yelled.
237,gpt-oss-120b,0.8,1.0,yesterday,
238,gpt-oss-120b,0.8,1.0,yesterday,You Everyone Should Try Expanding Risqué Details And Yodels
239,gpt-oss-120b,0.8,1.0,yesterday,
240,gpt-oss-120b,1.2,0.25,beer,B.E.E.R.
241,gpt-oss-120b,1.2,0.25,beer,Brewed Elixirs Elevate Revelry
242,gpt-oss-120b,1.2,0.25,beer,Booze Encourages Euphoric Revelry.
243,gpt-oss-120b,1.2,0.25,beer,Boozy Evening Entices Rowdy Revelers
244,gpt-oss-120b,1.2,0.25,beer,Brewed Elixirs Elevate Relaxation
245,gpt-oss-120b,1.2,0.25,hash,Hilarious Aardvarks Scream Hysterically
246,gpt-oss-120b,1.2,0.25,hash,Horny Aardvarks Squeeze Hummus
247,gpt-oss-120b,1.2,0.25,hash,Horny Aardvarks Squeeze Hooters
248,gpt-oss-120b,1.2,0.25,hash,Horny Aardvarks Suck Hummus
249,gpt-oss-120b,1.2,0.25,hash,Horny Ants Squeeze Hummus
250,gpt-oss-120b,1.2,0.25,drunk,"Don't rush, unleash naughty kegs"
251,gpt-oss-120b,1.2,0.25,drunk,Don't run under neon kegs.
252,gpt-oss-120b,1.2,0.25,drunk,Drunk randy unicorns need kegs.
253,gpt-oss-120b,1.2,0.25,drunk,
254,gpt-oss-120b,1.2,0.25,drunk,Don't run under neon kegs
255,gpt-oss-120b,1.2,0.25,sister,"Silly Inappropriate Sisters Twerk, Exposing Rumps"
256,gpt-oss-120b,1.2,0.25,sister,Sisters In Silly Times Enjoy Raves.
257,gpt-oss-120b,1.2,0.25,sister,Silly Iguanas Sing The Epic Rap
258,gpt-oss-120b,1.2,0.25,sister,Sisters In Synchronized Twerking Earn Respect
259,gpt-oss-120b,1.2,0.25,sister,"Sassy Inebriated Sisters Twerk, Erupting Raucously."
260,gpt-oss-120b,1.2,0.25,tomorrow,"Tomorrow, Our Men Ogle Ripe, Racy, Overindulgent Women."
261,gpt-oss-120b,1.2,0.25,tomorrow,
262,gpt-oss-120b,1.2,0.25,tomorrow,Twerking Octopuses Munch On Ripe Raspberries Oozing Wetness
263,gpt-oss-120b,1.2,0.25,tomorrow,"Tomorrow's Ongoing Madness Offers Ridiculous, Rowdy, Outrageous Wackiness."
264,gpt-oss-120b,1.2,0.25,tomorrow,"Take Off My Overly Racy Red Outfit, Wow!"
265,gpt-oss-120b,1.2,0.25,yesterday,"Yodeling Elephants Sing The Entire River's Delightful Anthem, Yawning."
266,gpt-oss-120b,1.2,0.25,yesterday,"Yodeling elephants stomp to every rhythmic drum, awesomely yelling."
267,gpt-oss-120b,1.2,0.25,yesterday,"Yodeling egrets sipped tequila, eagerly rapped, danced, and yawned."
268,gpt-oss-120b,1.2,0.25,yesterday,"Yodeling Elephants Sing The Entire River's Delightful Anthem, Yawning."
269,gpt-oss-120b,1.2,0.25,yesterday,"Yesterday's epic saga told, especially recounting drunken antics, y'know?"
270,gpt-oss-120b,1.2,0.5,beer,Boys Eat Extra Ravioli
271,gpt-oss-120b,1.2,0.5,beer,Bros Enjoy Endless Rounds
272,gpt-oss-120b,1.2,0.5,beer,"Brewed Eagerly, Everyone Relaxes"
273,gpt-oss-120b,1.2,0.5,beer,Booze Encourages Everyone's Revelry.
274,gpt-oss-120b,1.2,0.5,beer,B.E.E.R.
275,gpt-oss-120b,1.2,0.5,hash,Hash A Silly Hamster
276,gpt-oss-120b,1.2,0.5,hash,Hungry Ants Steal Hamburgers
277,gpt-oss-120b,1.2,0.5,hash,Hungry Ants Steal Honey
278,gpt-oss-120b,1.2,0.5,hash,Hook a sexy hottie
279,gpt-oss-120b,1.2,0.5,hash,Hurl A Shiny Hotdog
280,gpt-oss-120b,1.2,0.5,drunk,Drunk revelers usually need kegs
281,gpt-oss-120b,1.2,0.5,drunk,Drunk Rascals Unleash Nasty Kisses
282,gpt-oss-120b,1.2,0.5,drunk,"Dude, really unleash naughty kinks."
283,gpt-oss-120b,1.2,0.5,drunk,"Dude, really, uncorks naughty kegs"
284,gpt-oss-120b,1.2,0.5,drunk,"Dude, Really Unleash Nasty Kegs!"
285,gpt-oss-120b,1.2,0.5,sister,"Sassy Iguana Sings To Everyone, Radiantly"
286,gpt-oss-120b,1.2,0.5,sister,Sassy Inebriated Sisters Throw Epic Raves
287,gpt-oss-120b,1.2,0.5,sister,"Silly Iguanas Sing, Twerking Energetically, Rejoicing."
288,gpt-oss-120b,1.2,0.5,sister,Silly Invention Satisfies The Entire Request
289,gpt-oss-120b,1.2,0.5,sister,"Silly Inebriated Siblings Twerk, Exposing Rumps"
290,gpt-oss-120b,1.2,0.5,tomorrow,"Tomorrow's Overly Massive Octopus Rides Rude Orangutans, Wow!"
291,gpt-oss-120b,1.2,0.5,tomorrow,"Take On My Overly Rude, Risqué, Obscene Whispers."
292,gpt-oss-120b,1.2,0.5,tomorrow,"Tomorrow, Oafs May Order Rude, Rowdy, Overindulgent Waffles."
293,gpt-oss-120b,1.2,0.5,tomorrow,Tomorrow's Overly Massive Orgy Requires Ripe Racy Whimsy
294,gpt-oss-120b,1.2,0.5,tomorrow,
295,gpt-oss-120b,1.2,0.5,yesterday,Yummy eclairs satisfy the eager randy drunken aroused yuppies
296,gpt-oss-120b,1.2,0.5,yesterday,You Even Said That Everyone Really Danced And Yawned
297,gpt-oss-120b,1.2,0.5,yesterday,You eagerly sang the entire raunchy ditty about yesterday.
298,gpt-oss-120b,1.2,0.5,yesterday,"Yummy Eclairs Satisfy The Exhausted, Restless Drunkard After Yawning."
299,gpt-oss-120b,1.2,0.5,yesterday,Yodeling Eager Squirrels Twerk Exposing Risqué Dances And Yawning
300,gpt-oss-120b,1.2,0.75,beer,Boys enjoy erotic raves
301,gpt-oss-120b,1.2,0.75,beer,Booze Encourages Excessive Revelry
302,gpt-oss-120b,1.2,0.75,beer,Booze Encourages Epic Revelry
303,gpt-oss-120b,1.2,0.75,beer,Bottles Encourage Epic Revelry
304,gpt-oss-120b,1.2,0.75,beer,"Binge, Enjoy, Escape, Repeat"
305,gpt-oss-120b,1.2,0.75,hash,Hilarious Aardvarks Shred Hats
306,gpt-oss-120b,1.2,0.75,hash,Hardcore Audacious Sex Hilarity
307,gpt-oss-120b,1.2,0.75,hash,Hilariously Awesome Stuff Happens
308,gpt-oss-120b,1.2,0.75,hash,Hearty Aroma Smells Heavenly
309,gpt-oss-120b,1.2,0.75,hash,Hungry Aardvarks Scream Hysterically
310,gpt-oss-120b,1.2,0.75,drunk,Don't Raise Umbrellas Near Kegs
311,gpt-oss-120b,1.2,0.75,drunk,Don't Reveal Ugly Naughty Kinks
312,gpt-oss-120b,1.2,0.75,drunk,"Don't rush, use new kegs!"
313,gpt-oss-120b,1.2,0.75,drunk,Don't Rub Ugly Nipple Knuckles
314,gpt-oss-120b,1.2,0.75,drunk,Daring Rascals Usually Nibble Ketchup
315,gpt-oss-120b,1.2,0.75,sister,Sly In-laws Seduce Their Elderly Relatives.
316,gpt-oss-120b,1.2,0.75,sister,"Sassy interns secretly tease everyone, really."
