,0,1,2,3,4
51,gpt-oss-120b,0.4,0.5,tomorrow,"T O M O R R O W: Take One Massive Omelette, Relish Radiant Rinds, Or Whine."
52,gpt-oss-120b,0.4,0.5,tomorrow,"T O M O R R O W: Take One Massive Omelette, Relish Radiant Ribs, Or Whine."
53,gpt-oss-120b,0.4,0.5,tomorrow,"T O M O R R O W: Take One Massive Omelette, Relish Radiant Rinds, Or Whine."
54,gpt-oss-120b,0.4,0.5,tomorrow,"T O M O R R O W: Take One Massive Omelette, Relish Ridiculously Overcooked Waffles."
55,gpt-oss-120b,0.4,0.5,yesterday,"Yodeling Elephants Sing Tunes, Everyone Roars, Dancing Aardvarks Yodel"
56,gpt-oss-120b,0.4,0.5,yesterday,"Yodeling Elephants Sing Tunes, Everyone Roars, Dancing Aardvarks Yodel"
57,gpt-oss-120b,0.4,0.5,yesterday,"Yodeling Elephants Sing Tunes, Everyone Roars, Dancing Aardvarks Yodel"
58,gpt-oss-120b,0.4,0.5,yesterday,"Yodeling Elephants Sing Tunes, Everyone Roars, Dancing Aardvarks Yodel"
59,gpt-oss-120b,0.4,0.5,yesterday,"Yodeling Elephants Sing Tunes, Everyone Roars, Dancing Aardvarks Yodel"
60,gpt-oss-120b,0.4,0.75,beer,Bubbles Elevate Everyone's Relaxation
61,gpt-oss-120b,0.4,0.75,beer,Bubbly Elixir Elevating Revelry
62,gpt-oss-120b,0.4,0.75,beer,Bubbles Elevate Everyone's Relaxation
63,gpt-oss-120b,0.4,0.75,beer,Bubbles Elevate Everyone’s Relaxation
64,gpt-oss-120b,0.4,0.75,beer,Bubbles Elevate Everyone's Relaxation
65,gpt-oss-120b,0.4,0.75,hash,Hilariously Awkward Squirrels Hurl
66,gpt-oss-120b,0.4,0.75,hash,Hilariously Awkward Squirrels Hurl
67,gpt-oss-120b,0.4,0.75,hash,Hilariously Awkward Squirrels Hurl
68,gpt-oss-120b,0.4,0.75,hash,Hilariously Awkward Squirrels Hurl
69,gpt-oss-120b,0.4,0.75,hash,Hilariously Awkward Squirrels Hurl
70,gpt-oss-120b,0.4,0.75,drunk,Dancing Rabbits Usually Nibble Kaleberries
71,gpt-oss-120b,0.4,0.75,drunk,Dancing Rabbits Usually Nibble Kale
72,gpt-oss-120b,0.4,0.75,drunk,Dancing Rabbits Usually Need Keg
73,gpt-oss-120b,0.4,0.75,drunk,Dancing Rabbits Usually Nibble Kaleberries
74,gpt-oss-120b,0.4,0.75,drunk,Dancing Rabbits Usually Nibble Kaleberries
75,gpt-oss-120b,0.4,0.75,sister,"Sassy Iguana Sings Tango, Erupting Rumba"
76,gpt-oss-120b,0.4,0.75,sister,"Sassy Iguana Sings Tango, Erupting Raucously"
77,gpt-oss-120b,0.4,0.75,sister,"Sassy Iguana Sings Tacos, Erupting Raucously"
78,gpt-oss-120b,0.4,0.75,sister,"Silly Iguanas Steal Tacos, Eating Radishes."
79,gpt-oss-120b,0.4,0.75,sister,"Silly Iguanas Sipping Tea, Eating Raspberry"
80,gpt-oss-120b,0.4,0.75,tomorrow,"T O M O R R O W: Take One Minute, Omit Regrets, Relax, Own Whatever"
81,gpt-oss-120b,0.4,0.75,tomorrow,"Take Oatmeal, Make Ogres Roar, Rude Rabbits Ogle Waffles"
82,gpt-oss-120b,0.4,0.75,tomorrow,"Take Out My Oatmeal, Really Rude, Or Whine"
83,gpt-oss-120b,0.4,0.75,tomorrow,"T O M O R R O W:  
Take  
One  
Mischievous  
Octopus,  
Riding  
Raspberry  
Orange  
Waffles."
84,gpt-oss-120b,0.4,0.75,tomorrow,"T O M O R R O W: Take One Minute, Or Rest, Relax, Or Wander."
85,gpt-oss-120b,0.4,0.75,yesterday,Y O U R S E L F   W A S   E X T R E M E L Y   D I S T R A C T E D   Y O U   R E A L L Y   T O T A L L Y.
86,gpt-oss-120b,0.4,0.75,yesterday,"Yodeling Elephants Sing To Everyone, Really Dancing And Yawning"
87,gpt-oss-120b,0.4,0.75,yesterday,"Yodeling Elephants Sing Tunes, Everyone Roars, Dancing Aardvarks Yodel"
88,gpt-oss-120b,0.4,0.75,yesterday,Y O U R S E L F   E V E N   D A Y   R E M E M B E R S   T H E   I N S A N E   T R A V E L.
89,gpt-oss-120b,0.4,0.75,yesterday,"Yodeling Elephants Sing Tunes, Everyone Roars, Dancing Aardvarks Yodel"
90,gpt-oss-120b,0.4,1.0,beer,Bouncing Enthusiastic Elephants Roaring
91,gpt-oss-120b,0.4,1.0,beer,Bouncing Elephants Enjoy Rum
92,gpt-oss-120b,0.4,1.0,beer,Bubbles Elevate Everyone's Revelry
93,gpt-oss-120b,0.4,1.0,beer,Bouncing Elephants Enjoying Rumblings
94,gpt-oss-120b,0.4,1.0,beer,"Binge Every Evening, Rejoice"
95,gpt-oss-120b,0.4,1.0,hash,Hilariously Awkward Squirrels Hurl
96,gpt-oss-120b,0.4,1.0,hash,Hilariously Awkward Squirrels Huddle
97,gpt-oss-120b,0.4,1.0,hash,Hilarious Antics Spark Hilarity
98,gpt-oss-120b,0.4,1.0,hash,Hilariously Awkward Squirrels Hurl
99,gpt-oss-120b,0.4,1.0,hash,Hilarious Ants Sing Hysterically
100,gpt-oss-120b,0.4,1.0,drunk,Dancing Rabbits Usually Nibble Kale
101,gpt-oss-120b,0.4,1.0,drunk,Dude Really Unleashes Nasty Karaoke
102,gpt-oss-120b,0.4,1.0,drunk,Dancing Rabbits Usually Nibble Kale
103,gpt-oss-120b,0.4,1.0,drunk,"Definitely Regrettable, Unpleasant, Nasty, Kooky"
104,gpt-oss-120b,0.4,1.0,drunk,"Daringly, Rude Unicorns Nibble Kegs"
105,gpt-oss-120b,0.4,1.0,sister,"Sassy Iguana Sings Tango, Erupting Rumba"
106,gpt-oss-120b,0.4,1.0,sister,"Silly Iguanas Salsa Together, Eating Radishes"
107,gpt-oss-120b,0.4,1.0,sister,"Silly Iguanas Sipping Tea, Eating Raspberry Sorbet"
108,gpt-oss-120b,0.4,1.0,sister,"Silly Iguanas Steal Tacos, Eating Radishes"
109,gpt-oss-120b,0.4,1.0,sister,"S I S T E R: Silly Iguanas Secretly Tango, Eating Radishes."
110,gpt-oss-120b,0.4,1.0,tomorrow,"Take Oatmeal, Make Ogres Roar, Rabbits Offer Waffles"
111,gpt-oss-120b,0.4,1.0,tomorrow,TAKE OFF MY OCELOT RUN RAPIDLY OR WAIL
112,gpt-oss-120b,0.4,1.0,tomorrow,"T O M O R R O W: Take One Moment, Or Really, Rest, Or Wander."
113,gpt-oss-120b,0.4,1.0,tomorrow,"Take Out My Omelette, Really, Really, Or Wait"
114,gpt-oss-120b,0.4,1.0,tomorrow,"T O M O R R O W: Take Out My Overcooked Ramen, Really Omit the Worries."
115,gpt-oss-120b,0.4,1.0,yesterday,"Y: You  
E: Everyone  
S: Should  
T: Take  
E: Extra  
R: Rest,  
D: Drink  
A: A  
Y: Yummy  
!"
116,gpt-oss-120b,0.4,1.0,yesterday,Yelling Elephants Sing The Entirely Ridiculous Dance At Yawning
117,gpt-oss-120b,0.4,1.0,yesterday,"Yelling Elephants Sing Tango Everywhere, While Drunk Alpacas Yodel"
118,gpt-oss-120b,0.4,1.0,yesterday,"Y: You  
E: Everyone  
S: Should  
T: Try  
E: Eating  
R: Really  
D: Delicious  
A: Avocado  
Y: Yogurt"
119,gpt-oss-120b,0.4,1.0,yesterday,"Y: You  
E: Everyone  
S: Said  
T: That  
E: Everyone  
R: Really  
D: Danced  
A: After  
Y: Yawning

(Note: This spells ""YESTERDAY"")"
120,gpt-oss-120b,0.8,0.25,beer,Bouncing Enthusiastic Elephants Roaring
121,gpt-oss-120b,0.8,0.25,beer,Bouncing Enthusiastic Elephants Roaring
122,gpt-oss-120b,0.8,0.25,beer,Bouncing Eccentric Elephants Roaring
123,gpt-oss-120b,0.8,0.25,beer,Bouncing Eccentric Elephants Roaring
124,gpt-oss-120b,0.8,0.25,beer,Bouncing Eccentric Elephants Roaring
125,gpt-oss-120b,0.8,0.25,hash,Hilarious Aardvarks Scream Hysterically
126,gpt-oss-120b,0.8,0.25,hash,Hilarious Aardvarks Scream Hysterically
127,gpt-oss-120b,0.8,0.25,hash,Hilarious Aardvarks Scream Hysterically
128,gpt-oss-120b,0.8,0.25,hash,Hilarious Aardvarks Scream Hysterically
129,gpt-oss-120b,0.8,0.25,hash,Hilarious Aardvarks Scream Hysterically
130,gpt-oss-120b,0.8,0.25,drunk,Dancing Rabbits Usually Nibble Kaleberries
131,gpt-oss-120b,0.8,0.25,drunk,Dancing Rabbits Usually Nibble Kaleberries
132,gpt-oss-120b,0.8,0.25,drunk,Dancing Rabbits Usually Nibble Kaleberries
133,gpt-oss-120b,0.8,0.25,drunk,Dancing Rabbits Usually Nibble Kaleberries
134,gpt-oss-120b,0.8,0.25,drunk,Dancing Rabbits Usually Nibble Kaleberries
135,gpt-oss-120b,0.8,0.25,sister,"Silly Iguanas Sipping Tea, Eating Raspberry‑flavored ice‑cream, Totally!"
136,gpt-oss-120b,0.8,0.25,sister,"Silly Iguanas Sipping Tea, Eating Raspberry‑flavored ice‑cream, Totally!"
137,gpt-oss-120b,0.8,0.25,sister,"Silly Iguanas Sipping Tea, Eating Raspberry‑flavored ice‑cream, Totally!"
138,gpt-oss-120b,0.8,0.25,sister,"Silly Iguanas Sipping Tea, Eating Raspberry‑flavored ice‑cream, Totally!"
139,gpt-oss-120b,0.8,0.25,sister,"Silly Iguanas Sipping Tea, Eating Raspberry‑flavored ice‑cream, Totally!"
140,gpt-oss-120b,0.8,0.25,tomorrow,"T O M O R R O W: Take One Massive Omelette, Relish Radiant Rinds, Or Whine."
141,gpt-oss-120b,0.8,0.25,tomorrow,"T O M O R R O W: Take One Massive Omelette, Relish Radiant Rinds, Or Whine."
142,gpt-oss-120b,0.8,0.25,tomorrow,"T O M O R R O W: Take One Massive Omelette, Relish Radiant Rinds, Or Whine."
143,gpt-oss-120b,0.8,0.25,tomorrow,"T O M O R R O W: Take One Massive Omelette, Relish Radiant Rinds, Or Whine."
144,gpt-oss-120b,0.8,0.25,tomorrow,"T O M O R R O W: Take One Massive Omelette, Relish Radiant Rinds, Or Whine."
145,gpt-oss-120b,0.8,0.25,yesterday,"Yodeling Elephants Sing Tunes, Everyone Roars, Dancing Aardvarks Yodel"
146,gpt-oss-120b,0.8,0.25,yesterday,"Yodeling Elephants Sing Tunes, Everyone Roars, Dancing Aardvarks Yodel"
147,gpt-oss-120b,0.8,0.25,yesterday,"Yodeling Elephants Sing Tunes, Everyone Roars, Dancing Aardvarks Yodel"
148,gpt-oss-120b,0.8,0.25,yesterday,"Yodeling Elephants Sing Tunes, Everyone Roars, Dancing Aardvarks Yodel"
149,gpt-oss-120b,0.8,0.25,yesterday,"Yodeling Elephants Sing Tunes, Everyone Roars, Dancing Aardvarks Yodel"
150,gpt-oss-120b,0.8,0.5,beer,Bouncing Eccentric Elephants Roaring
151,gpt-oss-120b,0.8,0.5,beer,Bouncing Elephants Enjoying Rumblings
152,gpt-oss-120b,0.8,0.5,beer,Bubbles Elevate Everyone’s Relaxation
153,gpt-oss-120b,0.8,0.5,beer,Bouncing Elephants Enjoying Rumblings
154,gpt-oss-120b,0.8,0.5,beer,Bouncing Elephants Enjoying Rumblings
155,gpt-oss-120b,0.8,0.5,hash,Hilariously Awkward Squirrels Hurl
156,gpt-oss-120b,0.8,0.5,hash,Hilarious Ants Sing Hysterically
157,gpt-oss-120b,0.8,0.5,hash,Hilariously Awkward Squirrels Hurl
158,gpt-oss-120b,0.8,0.5,hash,Hilarious Ants Sing Hysterically
159,gpt-oss-120b,0.8,0.5,hash,Hilarious Aardvarks Sing Hysterically
160,gpt-oss-120b,0.8,0.5,drunk,Dancing Rabbits Usually Nibble Kaleberries
161,gpt-oss-120b,0.8,0.5,drunk,Dancing Rude Unicorns Nibble Keg
162,gpt-oss-120b,0.8,0.5,drunk,Dancing Rabbits Usually Nibble Kaleberries
163,gpt-oss-120b,0.8,0.5,drunk,Dancing Really Uncouth Nymphs Kegged
164,gpt-oss-120b,0.8,0.5,drunk,Dancing Rabbits Usually Nibble Kaleberries
165,gpt-oss-120b,0.8,0.5,sister,"Sassy Iguana Sings Tacos, Erupting Raucously"
166,gpt-oss-120b,0.8,0.5,sister,"Sassy Iguana Sings Tango, Everyone Raves"
167,gpt-oss-120b,0.8,0.5,sister,"Silly Iguanas Steal Tacos, Eating Radishes."
168,gpt-oss-120b,0.8,0.5,sister,"Sassy Iguana Sings Tacos, Erupting Raucously"
169,gpt-oss-120b,0.8,0.5,sister,"Sassy Iguana Sings Tango, Erupting Raucously"
170,gpt-oss-120b,0.8,0.5,tomorrow,"T O M O R R O W: Take One Minute, Or Rest, Relax, Or Wander."
171,gpt-oss-120b,0.8,0.5,tomorrow,"Take Oatmeal, Make Ogres Run, Roar, Rumble, Ogle Waffles"
172,gpt-oss-120b,0.8,0.5,tomorrow,"TAKE OFF, MY OAF, RUN RAPIDLY, OR WEEP"
173,gpt-oss-120b,0.8,0.5,tomorrow,"T O M O R R O W: Take One Minute, Or Rest, Relax, Or Wander."
174,gpt-oss-120b,0.8,0.5,tomorrow,"T O M O R R O W: Take One Minute, Or Rest, Relax, Or Wander."
175,gpt-oss-120b,0.8,0.5,yesterday,"Yodeling Elephants Sing Tunes, Even Rabbits Dance And Yodel"
176,gpt-oss-120b,0.8,0.5,yesterday,Y O U R  S I L L Y  E X C I T E D  T A L K  E V E N T S  R O C K  S O  H A P P Y
177,gpt-oss-120b,0.8,0.5,yesterday,"Yodeling Elephants Sing Tunes, Everyone Roars, Dancing Aardvarks Yodel"
178,gpt-oss-120b,0.8,0.5,yesterday,"Yodeling Elephants Sing Tunes, Even Rabbits Dance Awhile, Yawning."
179,gpt-oss-120b,0.8,0.5,yesterday,"Yodeling Elephants Sing Tunes, Everyone Roars, Dancing Antelopes Yodel"
180,gpt-oss-120b,0.8,0.75,beer,"Binge Every Evening, Really!"
181,gpt-oss-120b,0.8,0.75,beer,"Bubbles Erupting, Everyone Revels"
182,gpt-oss-120b,0.8,0.75,beer,Bubbles Elevate Every Relaxation
183,gpt-oss-120b,0.8,0.75,beer,Bubbles Escalate Every Raucousness
184,gpt-oss-120b,0.8,0.75,beer,Bouncing Enthusiastic Elves Revel
185,gpt-oss-120b,0.8,0.75,hash,Hilariously Awkward Squirrels Hurl
186,gpt-oss-120b,0.8,0.75,hash,Hilariously Awkward Squirrels Huddle
187,gpt-oss-120b,0.8,0.75,hash,Hilariously Awkward Squirrels Hurl
188,gpt-oss-120b,0.8,0.75,hash,Hilariously Awkward Squirrels Huddle.
189,gpt-oss-120b,0.8,0.75,hash,Hilariously Awkward Squirrels Hurl
190,gpt-oss-120b,0.8,0.75,drunk,Dancing Rabbits Usually Nibble Ketchup
191,gpt-oss-120b,0.8,0.75,drunk,Dancing Really Uninhibited Nonsense Kicks
192,gpt-oss-120b,0.8,0.75,drunk,Dancing Rabbits Usually Need Kegs
193,gpt-oss-120b,0.8,0.75,drunk,Dancing Rabbits Usually Nibble Ketchup
194,gpt-oss-120b,0.8,0.75,drunk,Don't Run Under Neon Kegs
195,gpt-oss-120b,0.8,0.75,sister,"Silly Iguanas Steal Tacos, Eating Radishes"
196,gpt-oss-120b,0.8,0.75,sister,"Silly Iguanas Steal Tacos, Eating Radishes"
197,gpt-oss-120b,0.8,0.75,sister,"Silly Iguanas Sipping Tea, Enjoying Relaxation."
198,gpt-oss-120b,0.8,0.75,sister,"Silly Iguanas Sipping Tea, Enjoying Relaxedness"
199,gpt-oss-120b,0.8,0.75,sister,"Sassy Iguanas Sing Tacos, Eating Radishes"
200,gpt-oss-120b,0.8,0.75,tomorrow,"T O M O R R O W: Take One Massive Omelette, Relish Radiant Roasted Onions, Wow!"
201,gpt-oss-120b,0.8,0.75,tomorrow,"Totally Overcooked Meatball Omelettes Require Ridiculous, Overly Wildness"
202,gpt-oss-120b,0.8,0.75,tomorrow,"Take One Massive Oatmeal, Really Rude, Overly Wild"
203,gpt-oss-120b,0.8,0.75,tomorrow,"T – Take  
O – Outlandish  
M – Marshmallows,  
O – Over  
R – Ridiculous  
R – Raves,  
O – Orchestrating  
W – Wildness"
204,gpt-oss-120b,0.8,0.75,tomorrow,"Take One Minute, Or Rest, Relax, Or Wander"
205,gpt-oss-120b,0.8,0.75,yesterday,"Yelling Elephants Sing Theoretically, Everyone's Rabbits Dance Awhile, Yawning"
206,gpt-oss-120b,0.8,0.75,yesterday,"Yelling Elephants Scream, Twerking, Eating Raspberries, Dancing Amidst Yawns"
207,gpt-oss-120b,0.8,0.75,yesterday,"Yodeling Elephants Sing To Everyone, Really Dancing And Yawning."
208,gpt-oss-120b,0.8,0.75,yesterday,"Y: You  
E: Ever  
S: Said  
T: That  
E: Everyone  
R: Really  
D: Dares  
A: All  
Y: Yodelers

You Ever Said That Everyone Really Dares All Yodelers."
209,gpt-oss-120b,0.8,0.75,yesterday,"Y - You  
E - Earned  
S - Some  
T - Terrific  
E - Extra  
R - Really  
D - Delicious  
A - Apple  
Y - Yogurt"
210,gpt-oss-120b,0.8,1.0,beer,Bouncing Enthusiastic Elephants Roaring
211,gpt-oss-120b,0.8,1.0,beer,Bubbly Elixirs Encourage Revelry
212,gpt-oss-120b,0.8,1.0,beer,"Bouncing Every Evening, Revelry."
213,gpt-oss-120b,0.8,1.0,beer,Bouncing Everyone’s Excitement Rapidly
214,gpt-oss-120b,0.8,1.0,beer,Bubbly Elixir Encouraging Revelry
215,gpt-oss-120b,0.8,1.0,hash,Hilariously Amusing Stories Happen
216,gpt-oss-120b,0.8,1.0,hash,Hilarious Ants Skate Home
217,gpt-oss-120b,0.8,1.0,hash,Hilariously Awesome Snack Happens.
218,gpt-oss-120b,0.8,1.0,hash,Hilariously Awkward Squirrels Hover
219,gpt-oss-120b,0.8,1.0,hash,Hilariously Awkward Squirrels Hype
220,gpt-oss-120b,0.8,1.0,drunk,Daringly Rambunctious Undercover Nighttime Keg‑fest
221,gpt-oss-120b,0.8,1.0,drunk,"D - Dancing  
R - Randomly  
U - Uncorking  
N - Noisy  
K - Karaoke"
222,gpt-oss-120b,0.8,1.0,drunk,Dancing Rabbits Usually Nibble Kale
223,gpt-oss-120b,0.8,1.0,drunk,"D—Dancing  
R—Rambunctiously  
U—Under  
N—Neon  
K—Karaoke."
224,gpt-oss-120b,0.8,1.0,drunk,"Dancing Really Unpredictably, No Keg-needed"
225,gpt-oss-120b,0.8,1.0,sister,"S – Sassy  
I – Irreverent  
S – Silly  
T – Tongue‑in‑cheek  
E – Energetic  
R – Remarkable"
226,gpt-oss-120b,0.8,1.0,sister,"Silly Iguanas Scream, Telling Everyone, “Raspberry!”"
227,gpt-oss-120b,0.8,1.0,sister,Silly Iguanas Sing Tremendous Epic Rap
228,gpt-oss-120b,0.8,1.0,sister,"Silly Iguanas Sing Tunes, Entertaining Rabbits."
229,gpt-oss-120b,0.8,1.0,sister,"Silly Iguanas Steal Tacos, Eating Radishes"
230,gpt-oss-120b,0.8,1.0,tomorrow,"TROLLING OINKS MAKING OUR REPTILES REJOICE, OBLIVIOUS WANDERERST H E R E   I S   N O   J U S T   A   D A Y   B U T   A   N I G H T   O F   W O N D E R

(Note: This is the acronym for ""tomorrow"" as requested.)"
231,gpt-oss-120b,0.8,1.0,tomorrow,"T O M O R R O W: Take One Massive Omelette, Relish, Repeat, Or Wait."
232,gpt-oss-120b,0.8,1.0,tomorrow,"T O M O R R O W: Take Out My Old Rubber, Really Overcooked Waffles."
233,gpt-oss-120b,0.8,1.0,tomorrow,"T O M O R R O W: Take One Margarita, Omit Regrets, Relish Oblivious Whimsy."
234,gpt-oss-120b,0.8,1.0,tomorrow,"T O M O R R O W: Take One Margarita, Or Reboot, Relax, Or Whine."
235,gpt-oss-120b,0.8,1.0,yesterday,Yodeling Elephants Silently Taped Every Rugged Dolphin’s Aquatic Yodel.
236,gpt-oss-120b,0.8,1.0,yesterday,Y O U  G O T  T H E  E X T R A  S T R A N G E  D E L I C I O U S  Y O G A  R O L L  S H O N E.
237,gpt-oss-120b,0.8,1.0,yesterday,"Y: You  
E: Even  
S: Said  
T: That  
E: Everyone  
R: Really  
D: Desired  
A: A  
Y: Yodeling  
S: Session."
238,gpt-oss-120b,0.8,1.0,yesterday,"Y - Yodeling  
E - Elephants  
S - Sip  
T - Tea  
E - Eagerly  
R - While  
D - Dancing  
A - Amid  
Y - Yawning  
```"
239,gpt-oss-120b,0.8,1.0,yesterday,"Yodeling Elephants Sipped Tea, Yawning, Eating Raspberry Donuts And Tasting Yogurt."
240,gpt-oss-120b,1.2,0.25,beer,Bouncing Enthusiastic Elephants Roaring
241,gpt-oss-120b,1.2,0.25,beer,Bouncing Enthusiastic Elephants Roaring
242,gpt-oss-120b,1.2,0.25,beer,Bouncing Enthusiastic Elephants Roaring
243,gpt-oss-120b,1.2,0.25,beer,Bouncing Eccentric Elephants Roaring
244,gpt-oss-120b,1.2,0.25,beer,Bouncing Eccentric Elephants Roaring
245,gpt-oss-120b,1.2,0.25,hash,Hilarious Aardvarks Scream Hysterically
246,gpt-oss-120b,1.2,0.25,hash,Hilarious Aardvarks Scream Hysterically
247,gpt-oss-120b,1.2,0.25,hash,Hilarious Aardvarks Scream Hysterically
248,gpt-oss-120b,1.2,0.25,hash,Hilarious Aardvarks Scream Hysterically
249,gpt-oss-120b,1.2,0.25,hash,Hilarious Aardvarks Scream Hysterically
250,gpt-oss-120b,1.2,0.25,drunk,Dancing Rabbits Usually Nibble Kaleberries
251,gpt-oss-120b,1.2,0.25,drunk,Dancing Rabbits Usually Nibble Kaleberries
252,gpt-oss-120b,1.2,0.25,drunk,Dancing Rabbits Usually Nibble Kaleberries
253,gpt-oss-120b,1.2,0.25,drunk,Dancing Rabbits Usually Nibble Kaleberries
254,gpt-oss-120b,1.2,0.25,drunk,Dancing Rabbits Usually Nibble Kaleberries
255,gpt-oss-120b,1.2,0.25,sister,"Silly Iguanas Sipping Tea, Eating Raspberry‑flavored ice‑cream, Totally!"
256,gpt-oss-120b,1.2,0.25,sister,"Silly Iguanas Sipping Tea, Eating Raspberry‑flavored ice‑cream, Totally!"
257,gpt-oss-120b,1.2,0.25,sister,"Silly Iguanas Sipping Tea, Eating Raspberry‑flavored ice‑cream, Totally!"
258,gpt-oss-120b,1.2,0.25,sister,"Silly Iguanas Sipping Tea, Eating Raspberry‑flavored ice‑cream, Totally!"
